Title,Author,Date,Period,Mode,Genre,Nationality,Pseudonym,Publisher,Publishing House,City of Publication,Location/Street of Publication,Role (Central/Peripheral/Influence),Authority,Filename,Full Text Source,Illustrator,Translator,eBook Source,More Info,Notes,eText Publisher,eBook No.,eText Pub date,Date Accessed,Editor,Edition,summary_dict,color_words_list,word_num
Oliver Twist,"Dickens, Charles",1838,Victorian,Novel,Gothic,English,Boz,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Dickens_OliverTwist_Gutenberg.txt,https://www.gutenberg.org/files/730/730-h/730-h.htm,,,https://archive.org/details/olivertwistorpa00cruigoog,https://en.wikipedia.org/wiki/Oliver_Twist,Serial novel,Project Gutenberg,#730,10-Oct-08,7-Apr-17,Produced by Peggy Gaugy and Leigh Little. HTML version by Al Haines,,"{'iron': 19, 'green': 25, 'glass': 32, 'white': 58, 'straw': 4, 'water': 43, 'red': 27, 'sage': 2, 'oatmeal': 2, 'stone': 21, 'copper': 5, 'sanguine': 4, 'smoke': 11, 'parchment': 3, 'black': 30, 'brown': 3, 'bones': 5, 'blue': 11, 'yellow': 4, 'grizzly': 2, 'metallic': 1, 'saffron': 5, 'pewter': 5, 'gold': 17, 'bottle-green': 3, 'marbles': 1, 'canvas': 4, 'glasses': 8, 'wine': 8, 'sages': 1, 'drab': 4, 'grey': 1, 'nankeen': 2, 'steel': 1, 'orange': 4, 'snow': 4, 'rush': 2, 'roses': 1, 'silver': 9, 'wan': 1, 'oyster': 2, 'rusty': 5, 'stones': 2, 'canary': 1, 'blank': 7, 'sallow': 2, 'livid': 2, 'smoky': 3, 'snuff-coloured': 1, 'reddish': 1, 'brazen': 2, 'alabaster': 1, 'flame': 4, 'wainscot': 1, 'lavender': 1, 'peppermint': 2, 'dove': 2, 'oysters': 3, 'gunpowder': 2, 'sunny': 2, 'marble': 3, 'crimson': 1, 'jaundiced': 1, 'drabs': 2, 'leaden': 1, 'flames': 2, 'irons': 1, 'bloody': 1, 'blush': 1, 'blushing': 1, 'coppers': 1}","[['iron', 'n'], ['green', 'a'], ['glass', 'n'], ['white', 'a'], ['green', 'a'], ['green', 'a'], ['straw', 'n'], ['water', 'n'], ['glass', 'n'], ['glass', 'n'], ['red', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['sage', 'a'], ['water', 'n'], ['oatmeal', 'n'], ['stone', 'n'], ['copper', 'n'], ['copper', 'n'], ['copper', 'n'], ['copper', 'n'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['sage', 'n'], ['stone', 'n'], ['sanguine', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['straw', 'n'], ['smoke', 'n'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['red', 'a'], ['water', 'n'], ['parchment', 'n'], ['parchment', 'n'], ['white', 'a'], ['parchment', 'n'], ['white', 'a'], ['iron', 'n'], ['black', 'a'], ['iron', 'n'], ['red', 'a'], ['brown', 'a'], ['bones', 'n'], ['stone', 'n'], ['blue', 'n'], ['iron', 'n'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['red', 'a'], ['yellow', 'a'], ['glass', 'n'], ['white', 'a'], ['grizzly', 'a'], ['bones', 'n'], ['water', 'n'], ['black', 'a'], ['water', 'n'], ['sanguine', 'a'], ['black', 'a'], ['red', 'a'], ['glass', 'n'], ['water', 'n'], ['water', 'n'], ['black', 'a'], ['metallic', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['stone', 'n'], ['water', 'n'], ['green', 'a'], ['stone', 'n'], ['saffron', 'n'], ['saffron', 'n'], ['black', 'a'], ['pewter', 'n'], ['red', 'a'], ['glass', 'n'], ['iron', 'n'], ['gold', 'n'], ['water', 'n'], ['green', 'n'], ['red', 'a'], ['green', 'a'], ['green', 'n'], ['gold', 'n'], ['bottle-green', 'a'], ['black', 'a'], ['white', 'a'], ['marbles', 'n'], ['stone', 'n'], ['white', 'a'], ['water', 'n'], ['black', 'a'], ['water', 'n'], ['white', 'a'], ['gold', 'n'], ['canvas', 'n'], ['glasses', 'n'], ['wine', 'n'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['sages', 'n'], ['iron', 'n'], ['pewter', 'n'], ['white', 'a'], ['red', 'a'], ['black', 'a'], ['drab', 'a'], ['grey', 'a'], ['brown', 'a'], ['white', 'a'], ['glass', 'n'], ['glass', 'n'], ['pewter', 'a'], ['glass', 'n'], ['glasses', 'n'], ['red', 'a'], ['green', 'a'], ['yellow', 'a'], ['white', 'a'], ['straw', 'a'], ['glass', 'n'], ['white', 'a'], ['wine', 'n'], ['water', 'n'], ['blue', 'a'], ['nankeen', 'a'], ['white', 'a'], ['green', 'a'], ['steel', 'n'], ['white', 'a'], ['orange', 'n'], ['sanguine', 'a'], ['orange', 'n'], ['orange', 'n'], ['red', 'a'], ['black', 'a'], ['red', 'a'], ['blue', 'a'], ['saffron', 'n'], ['pewter', 'a'], ['glass', 'n'], ['drab', 'n'], ['pewter', 'n'], ['glass', 'n'], ['glass', 'n'], ['red', 'a'], ['white', 'a'], ['iron', 'n'], ['snow', 'n'], ['white', 'a'], ['rush', 'n'], ['water', 'n'], ['red', 'a'], ['white', 'a'], ['straw', 'a'], ['roses', 'n'], ['silver', 'a'], ['wan', 'a'], ['blue', 'a'], ['oyster', 'a'], ['glass', 'n'], ['glass', 'n'], ['glasses', 'n'], ['black', 'a'], ['rusty', 'a'], ['grizzly', 'a'], ['smoke', 'n'], ['green', 'n'], ['smoke', 'n'], ['stones', 'n'], ['black', 'a'], ['green', 'a'], ['glass', 'n'], ['glass', 'n'], ['glass', 'n'], ['canary', 'a'], ['blank', 'n'], ['glass', 'n'], ['stone', 'n'], ['gold', 'n'], ['sallow', 'a'], ['red', 'a'], ['white', 'a'], ['livid', 'a'], ['glasses', 'n'], ['water', 'n'], ['black', 'a'], ['water', 'n'], ['green', 'a'], ['glasses', 'n'], ['black', 'a'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['iron', 'n'], ['saffron', 'n'], ['smoky', 'a'], ['snuff-coloured', 'a'], ['orange', 'n'], ['drab', 'n'], ['reddish', 'a'], ['glass', 'n'], ['glass', 'n'], ['blue', 'a'], ['gold', 'a'], ['smoke', 'n'], ['snow', 'a'], ['silver', 'a'], ['black', 'a'], ['water', 'n'], ['snow', 'n'], ['copper', 'n'], ['brazen', 'a'], ['alabaster', 'n'], ['oatmeal', 'n'], ['iron', 'n'], ['wine', 'n'], ['wine', 'n'], ['wine', 'n'], ['silver', 'a'], ['rusty', 'a'], ['flame', 'n'], ['wine', 'n'], ['gold', 'a'], ['gold', 'n'], ['gold', 'n'], ['smoky', 'n'], ['rusty', 'a'], ['red', 'a'], ['flame', 'n'], ['yellow', 'a'], ['glass', 'n'], ['water', 'n'], ['water', 'n'], ['snow', 'n'], ['iron', 'n'], ['bones', 'n'], ['sallow', 'a'], ['saffron', 'n'], ['red', 'a'], ['glasses', 'n'], ['water', 'n'], ['blank', 'n'], ['gold', 'a'], ['green', 'n'], ['stone', 'n'], ['bones', 'n'], ['livid', 'a'], ['wainscot', 'n'], ['white', 'a'], ['green', 'a'], ['lavender', 'n'], ['wine', 'n'], ['peppermint', 'n'], ['peppermint', 'n'], ['dove', 'n'], ['dove', 'n'], ['oysters', 'n'], ['oysters', 'n'], ['oyster', 'n'], ['oysters', 'n'], ['smoke', 'n'], ['water', 'n'], ['iron', 'n'], ['blank', 'a'], ['black', 'a'], ['blue', 'n'], ['silver', 'n'], ['black', 'a'], ['red', 'a'], ['water', 'n'], ['gunpowder', 'n'], ['smoke', 'n'], ['black', 'a'], ['canvas', 'n'], ['black', 'a'], ['red', 'a'], ['black', 'a'], ['gunpowder', 'n'], ['brown', 'a'], ['white', 'a'], ['white', 'a'], ['green', 'a'], ['stone', 'n'], ['green', 'a'], ['sunny', 'a'], ['water', 'n'], ['green', 'a'], ['green', 'a'], ['green', 'a'], ['green', 'n'], ['marble', 'a'], ['crimson', 'n'], ['blue', 'n'], ['white', 'a'], ['red', 'a'], ['yellow', 'a'], ['green', 'a'], ['blue', 'a'], ['white', 'a'], ['drab', 'n'], ['silver', 'n'], ['stone', 'n'], ['black', 'a'], ['green', 'a'], ['sunny', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['blue', 'a'], ['white', 'a'], ['red', 'a'], ['green', 'a'], ['blue', 'a'], ['jaundiced', 'a'], ['water', 'n'], ['white', 'a'], ['stone', 'n'], ['glass', 'n'], ['white', 'a'], ['blank', 'a'], ['glass', 'n'], ['water', 'n'], ['drabs', 'n'], ['water', 'n'], ['gold', 'n'], ['wine', 'n'], ['canvas', 'n'], ['gold', 'n'], ['gold', 'n'], ['blank', 'a'], ['iron', 'n'], ['water', 'n'], ['green', 'a'], ['leaden', 'n'], ['water', 'n'], ['gold', 'n'], ['silver', 'n'], ['water', 'n'], ['white', 'a'], ['black', 'a'], ['water', 'n'], ['bones', 'n'], ['green', 'n'], ['water', 'n'], ['silver', 'n'], ['sanguine', 'a'], ['water', 'n'], ['glass', 'n'], ['glass', 'n'], ['gold', 'n'], ['blank', 'n'], ['bottle-green', 'a'], ['nankeen', 'a'], ['bottle-green', 'a'], ['glasses', 'n'], ['red', 'a'], ['glass', 'n'], ['glass', 'n'], ['glass', 'n'], ['glass', 'n'], ['silver', 'a'], ['gold', 'a'], ['stone', 'n'], ['smoky', 'n'], ['silver', 'a'], ['iron', 'n'], ['red', 'a'], ['red', 'a'], ['rusty', 'a'], ['glass', 'n'], ['red', 'a'], ['water', 'n'], ['black', 'a'], ['stone', 'n'], ['black', 'a'], ['flames', 'n'], ['red', 'a'], ['water', 'n'], ['stone', 'n'], ['red', 'a'], ['black', 'a'], ['water', 'n'], ['iron', 'n'], ['white', 'a'], ['irons', 'n'], ['white', 'a'], ['glass', 'n'], ['bloody', 'a'], ['stone', 'n'], ['flame', 'n'], ['smoke', 'n'], ['flames', 'n'], ['iron', 'n'], ['white', 'a'], ['water', 'n'], ['smoke', 'n'], ['flame', 'n'], ['stones', 'n'], ['smoke', 'n'], ['stone', 'n'], ['blush', 'n'], ['smoke', 'n'], ['brazen', 'a'], ['rusty', 'a'], ['iron', 'n'], ['water', 'n'], ['water', 'n'], ['smoke', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['rush', 'n'], ['stone', 'n'], ['blank', 'n'], ['drabs', 'n'], ['white', 'a'], ['gold', 'n'], ['gold', 'n'], ['blushing', 'n'], ['glasses', 'n'], ['iron', 'n'], ['stone', 'n'], ['black', 'a'], ['marble', 'a'], ['stone', 'n'], ['iron', 'n'], ['iron', 'n'], ['stone', 'n'], ['red', 'a'], ['black', 'a'], ['stone', 'n'], ['coppers', 'n'], ['canvas', 'n'], ['black', 'a'], ['blue', 'n'], ['white', 'a'], ['marble', 'n']]",160517
Great Expectations,"Dickens, Charles",1861,Victorian,Novel,Gothic,English,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Dickens_GreatExpectations_Gutenberg.txt,https://www.gutenberg.org/files/1400/1400-h/1400-h.htm,,,https://archive.org/details/greatexpectatio02dickgoog,https://en.wikipedia.org/wiki/Great_Expectations,Serial novel,Project Gutenberg,#1400,20-Aug-08,7-Apr-17,"Produced by an Anonymous Volunteer, and David Widger",1867,"{'black': 78, 'stone': 16, 'leaden': 2, 'iron': 37, 'water': 42, 'stones': 12, 'liver': 7, 'green': 30, 'red': 26, 'flaxen': 2, 'blue': 32, 'whites': 1, 'yellow': 16, 'steel': 4, 'glass': 34, 'bone': 6, 'white': 55, 'smoke': 15, 'bloody': 2, 'greens': 2, 'milk': 7, 'silver': 6, 'sandy': 2, 'oranges': 2, 'blushes': 1, 'straw': 5, 'wine': 27, 'glasses': 8, 'rushes': 3, 'livid': 1, 'pitchy': 1, 'rusty': 6, 'rush': 6, 'purple': 2, 'brown': 10, 'candid': 1, 'gilded': 1, 'copper': 7, 'gold': 10, 'straws': 1, 'bones': 1, 'snow': 1, 'blank': 5, 'mourning': 4, 'inky': 1, 'incrimsoned': 1, 'sunny': 1, 'blacks': 1, 'strawberries': 1, 'oysters': 2, 'orange': 3, 'waters': 3, 'brazen': 3, 'canary': 1, 'creamy': 1, 'sooty': 1, 'irons': 3, 'sage': 1, 'sables': 1, 'scorched': 1, 'sable': 2, 'plum': 1, 'blackened': 1, 'rubicund': 1, 'pink': 1, 'wan': 1, 'scarlet': 1, 'rubies': 1, 'elephant': 1, 'bay': 1, 'rouge': 1, 'blushing': 1, 'flame': 2, 'ivory': 1, 'smoky': 1, 'flames': 4, 'sanguine': 1, 'canvas': 1, 'gull': 1, 'peach': 1, 'silvery': 2}","[['black', 'a'], ['stone', 'n'], ['leaden', 'a'], ['iron', 'n'], ['water', 'n'], ['stones', 'n'], ['liver', 'n'], ['stone', 'n'], ['liver', 'n'], ['liver', 'n'], ['green', 'a'], ['stones', 'n'], ['black', 'a'], ['black', 'a'], ['red', 'a'], ['black', 'a'], ['black', 'a'], ['flaxen', 'a'], ['blue', 'n'], ['whites', 'n'], ['black', 'a'], ['flaxen', 'n'], ['blue', 'a'], ['water', 'n'], ['yellow', 'a'], ['iron', 'n'], ['liver', 'n'], ['iron', 'n'], ['steel', 'n'], ['black', 'a'], ['stone', 'n'], ['glass', 'n'], ['stone', 'n'], ['bone', 'n'], ['black', 'a'], ['white', 'a'], ['smoke', 'n'], ['iron', 'n'], ['stones', 'n'], ['iron', 'n'], ['liver', 'n'], ['red', 'a'], ['iron', 'n'], ['iron', 'n'], ['bloody', 'n'], ['greens', 'n'], ['milk', 'n'], ['water', 'n'], ['white', 'a'], ['silver', 'n'], ['white', 'a'], ['black', 'a'], ['sandy', 'a'], ['oranges', 'n'], ['blushes', 'n'], ['straw', 'n'], ['stone', 'n'], ['stone', 'n'], ['glass', 'n'], ['glass', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['glass', 'n'], ['wine', 'n'], ['glass', 'n'], ['glasses', 'n'], ['glass', 'n'], ['glass', 'n'], ['wine', 'n'], ['wine', 'n'], ['smoke', 'n'], ['red', 'a'], ['rushes', 'n'], ['water', 'n'], ['livid', 'a'], ['iron', 'n'], ['white', 'a'], ['black', 'a'], ['pitchy', 'n'], ['stones', 'n'], ['black', 'a'], ['rusty', 'n'], ['water', 'n'], ['rush', 'n'], ['stones', 'n'], ['blue', 'a'], ['purple', 'a'], ['blue', 'a'], ['bone', 'n'], ['white', 'a'], ['iron', 'n'], ['brown', 'a'], ['glass', 'n'], ['water', 'n'], ['milk', 'n'], ['candid', 'a'], ['milk', 'n'], ['iron', 'n'], ['gilded', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['yellow', 'a'], ['brown', 'a'], ['white', 'a'], ['white', 'a'], ['yellow', 'a'], ['rush', 'n'], ['stones', 'n'], ['copper', 'n'], ['smoke', 'n'], ['green', 'a'], ['yellow', 'a'], ['brown', 'a'], ['iron', 'n'], ['yellow', 'a'], ['white', 'a'], ['sandy', 'a'], ['black', 'a'], ['black', 'a'], ['wine', 'n'], ['gold', 'n'], ['gold', 'n'], ['silver', 'n'], ['blue', 'a'], ['red', 'a'], ['gold', 'n'], ['blue', 'a'], ['black', 'a'], ['iron', 'n'], ['gold', 'n'], ['straws', 'a'], ['rush', 'n'], ['smoke', 'n'], ['bones', 'n'], ['blue', 'n'], ['blue', 'n'], ['glasses', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['snow', 'a'], ['blank', 'a'], ['mourning', 'n'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['smoke', 'n'], ['yellow', 'a'], ['black', 'a'], ['black', 'a'], ['yellow', 'a'], ['iron', 'n'], ['brown', 'n'], ['white', 'a'], ['yellow', 'a'], ['white', 'a'], ['yellow', 'a'], ['red', 'a'], ['inky', 'a'], ['water', 'n'], ['bone', 'n'], ['bloody', 'n'], ['black', 'a'], ['black', 'a'], ['incrimsoned', 'a'], ['iron', 'n'], ['yellow', 'n'], ['black', 'a'], ['straw', 'n'], ['black', 'a'], ['black', 'a'], ['blue', 'a'], ['white', 'a'], ['black', 'a'], ['blank', 'a'], ['black', 'a'], ['black', 'a'], ['brown', 'a'], ['water', 'n'], ['white', 'a'], ['green', 'a'], ['water', 'n'], ['black', 'a'], ['iron', 'n'], ['iron', 'n'], ['iron', 'n'], ['iron', 'n'], ['iron', 'n'], ['iron', 'n'], ['iron', 'n'], ['iron', 'n'], ['blue', 'a'], ['yellow', 'a'], ['glass', 'n'], ['water', 'n'], ['rushes', 'n'], ['black', 'a'], ['black', 'a'], ['green', 'a'], ['iron', 'n'], ['iron', 'n'], ['wine', 'a'], ['glass', 'n'], ['wine', 'n'], ['liver', 'n'], ['glass', 'n'], ['wine', 'n'], ['glasses', 'n'], ['wine', 'n'], ['wine', 'n'], ['sunny', 'a'], ['smoke', 'n'], ['rusty', 'n'], ['black', 'a'], ['blacks', 'n'], ['black', 'a'], ['stone', 'n'], ['straw', 'a'], ['iron', 'n'], ['rush', 'n'], ['white', 'a'], ['red', 'a'], ['white', 'a'], ['black', 'a'], ['green', 'a'], ['black', 'a'], ['blue', 'n'], ['glass', 'n'], ['mourning', 'n'], ['smoke', 'n'], ['strawberries', 'n'], ['oysters', 'n'], ['glass', 'n'], ['wine', 'n'], ['glass', 'n'], ['red', 'a'], ['black', 'a'], ['water', 'n'], ['stone', 'n'], ['glasses', 'n'], ['orange', 'n'], ['wine', 'n'], ['orange', 'n'], ['waters', 'n'], ['black', 'a'], ['mourning', 'n'], ['wine', 'n'], ['rushes', 'n'], ['liver', 'n'], ['silver', 'n'], ['gold', 'a'], ['red', 'a'], ['glasses', 'n'], ['water', 'n'], ['glass', 'n'], ['glass', 'n'], ['brazen', 'a'], ['stone', 'n'], ['brown', 'a'], ['brown', 'n'], ['silver', 'n'], ['glass', 'n'], ['wine', 'n'], ['wine', 'n'], ['glass', 'n'], ['glass', 'n'], ['gold', 'n'], ['blue', 'a'], ['canary', 'a'], ['white', 'a'], ['creamy', 'n'], ['sooty', 'a'], ['mourning', 'n'], ['black', 'a'], ['red', 'a'], ['blue', 'a'], ['blue', 'n'], ['blue', 'a'], ['irons', 'n'], ['green', 'a'], ['stones', 'n'], ['black', 'a'], ['water', 'n'], ['blue', 'a'], ['iron', 'n'], ['sage', 'n'], ['red', 'a'], ['green', 'a'], ['rusty', 'n'], ['green', 'a'], ['yellow', 'a'], ['white', 'a'], ['iron', 'n'], ['white', 'a'], ['green', 'a'], ['yellow', 'a'], ['yellow', 'a'], ['green', 'a'], ['yellow', 'a'], ['wine', 'n'], ['glass', 'n'], ['glass', 'n'], ['wine', 'n'], ['glass', 'n'], ['wine', 'n'], ['blue', 'a'], ['blue', 'a'], ['blue', 'n'], ['blue', 'a'], ['blue', 'a'], ['oysters', 'n'], ['rush', 'n'], ['white', 'a'], ['white', 'a'], ['iron', 'n'], ['iron', 'n'], ['black', 'a'], ['black', 'a'], ['white', 'a'], ['black', 'a'], ['blue', 'a'], ['sables', 'n'], ['red', 'a'], ['blue', 'a'], ['black', 'a'], ['red', 'a'], ['black', 'a'], ['scorched', 'a'], ['stone', 'n'], ['iron', 'n'], ['water', 'n'], ['green', 'a'], ['green', 'a'], ['red', 'a'], ['blue', 'n'], ['blue', 'a'], ['black', 'a'], ['blue', 'a'], ['black', 'a'], ['sable', 'a'], ['sable', 'a'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['plum', 'n'], ['oranges', 'n'], ['black', 'a'], ['black', 'a'], ['white', 'a'], ['stone', 'n'], ['blackened', 'a'], ['milk', 'n'], ['orange', 'a'], ['green', 'a'], ['green', 'a'], ['iron', 'n'], ['green', 'a'], ['glasses', 'n'], ['black', 'a'], ['rubicund', 'n'], ['glass', 'n'], ['green', 'n'], ['pink', 'n'], ['water', 'n'], ['wan', 'n'], ['stone', 'n'], ['stone', 'n'], ['scarlet', 'n'], ['glass', 'n'], ['iron', 'n'], ['iron', 'n'], ['smoke', 'n'], ['black', 'a'], ['brown', 'a'], ['water', 'n'], ['glass', 'n'], ['glass', 'n'], ['glass', 'n'], ['water', 'n'], ['glass', 'n'], ['brown', 'a'], ['gold', 'n'], ['rubies', 'n'], ['gold', 'n'], ['silver', 'n'], ['rush', 'n'], ['black', 'a'], ['black', 'a'], ['glass', 'n'], ['elephant', 'n'], ['leaden', 'a'], ['smoke', 'n'], ['black', 'a'], ['iron', 'n'], ['bay', 'n'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['water', 'n'], ['iron', 'n'], ['glasses', 'n'], ['rouge', 'n'], ['black', 'a'], ['black', 'a'], ['silver', 'a'], ['glass', 'n'], ['iron', 'n'], ['white', 'a'], ['white', 'a'], ['black', 'a'], ['black', 'a'], ['black', 'a'], ['white', 'a'], ['white', 'a'], ['irons', 'n'], ['water', 'n'], ['blue', 'n'], ['wine', 'n'], ['red', 'a'], ['stones', 'n'], ['red', 'a'], ['white', 'a'], ['greens', 'n'], ['green', 'a'], ['copper', 'n'], ['rusty', 'a'], ['green', 'a'], ['copper', 'n'], ['green', 'a'], ['copper', 'n'], ['glass', 'n'], ['blushing', 'n'], ['black', 'a'], ['green', 'a'], ['copper', 'n'], ['green', 'a'], ['copper', 'n'], ['water', 'n'], ['black', 'a'], ['black', 'a'], ['red', 'a'], ['black', 'a'], ['white', 'a'], ['black', 'a'], ['red', 'a'], ['red', 'a'], ['red', 'a'], ['black', 'a'], ['black', 'a'], ['red', 'a'], ['white', 'a'], ['flame', 'n'], ['glass', 'n'], ['wine', 'n'], ['wine', 'n'], ['wine', 'n'], ['wine', 'n'], ['wine', 'a'], ['stone', 'n'], ['yellow', 'a'], ['ivory', 'a'], ['gold', 'n'], ['gold', 'n'], ['white', 'a'], ['white', 'a'], ['water', 'n'], ['rusty', 'a'], ['smoky', 'n'], ['flames', 'n'], ['flames', 'n'], ['black', 'a'], ['white', 'a'], ['white', 'a'], ['blank', 'n'], ['flames', 'n'], ['flames', 'n'], ['sanguine', 'n'], ['straw', 'n'], ['blue', 'a'], ['white', 'a'], ['wine', 'n'], ['brazen', 'a'], ['straw', 'n'], ['red', 'a'], ['blank', 'a'], ['black', 'a'], ['steel', 'n'], ['blue', 'a'], ['steel', 'n'], ['blue', 'a'], ['bone', 'n'], ['red', 'a'], ['white', 'a'], ['green', 'a'], ['copper', 'n'], ['flame', 'n'], ['bone', 'n'], ['water', 'n'], ['blank', 'n'], ['white', 'a'], ['blue', 'a'], ['waters', 'n'], ['water', 'n'], ['white', 'a'], ['water', 'n'], ['black', 'a'], ['canvas', 'n'], ['rusty', 'a'], ['waters', 'n'], ['smoke', 'n'], ['water', 'n'], ['water', 'n'], ['smoke', 'n'], ['stones', 'n'], ['green', 'a'], ['brown', 'a'], ['stones', 'n'], ['red', 'a'], ['red', 'a'], ['purple', 'n'], ['black', 'a'], ['gull', 'n'], ['stones', 'n'], ['stone', 'n'], ['stones', 'n'], ['water', 'n'], ['smoke', 'n'], ['smoke', 'n'], ['smoke', 'n'], ['smoke', 'n'], ['white', 'a'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['water', 'n'], ['red', 'a'], ['glass', 'n'], ['glasses', 'n'], ['milk', 'n'], ['milk', 'n'], ['green', 'n'], ['white', 'a'], ['green', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['green', 'a'], ['green', 'a'], ['irons', 'n'], ['glass', 'n'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['iron', 'n'], ['steel', 'n'], ['red', 'a'], ['wine', 'n'], ['wine', 'n'], ['wine', 'n'], ['water', 'n'], ['blue', 'a'], ['milk', 'n'], ['bone', 'n'], ['peach', 'n'], ['black', 'a'], ['brazen', 'a'], ['green', 'a'], ['green', 'a'], ['white', 'a'], ['white', 'a'], ['white', 'a'], ['stone', 'n'], ['green', 'a'], ['silvery', 'n'], ['white', 'a'], ['silvery', 'a']]",187716
